Property_ID,Location,Type,Price,Bedrooms,Bathrooms,Size_sqft,Year_Built,Sold,Date_Added,Agent_ID,Parking_Spaces,HOA_Fees,Lot_Size_acres,Energy_Rating,Days_on_Market
P-243,Brandifurt,Apartment,701391,4,2,2457,1955,0,2024-10-24,ddad7b03,3,486.83,3.87,1,162
P-244,Jeremiahville,Apartment,540589,3,3,3581,1957,1,2024-02-18,40be30fb,1,427.84,4.57,4,330
P-245,Pachecofort,Apartment,127382,1,1,2301,1987,1,2023-05-12,482bc87e,5,162.56,3.99,4,330
P-246,Lake Nathaniel,Apartment,771033,3,1,2661,1921,0,2023-06-14,f1502e4a,4,44.25,4.93,1,434
P-247,South Ryan,Apartment,515087,4,2,1352,2016,1,2022-08-27,e404010f,1,289.29,1.51,3,704
P-248,Williamsville,Condo,958223,4,1,4482,1987,0,2024-10-09,c4df9584,0,424.71,2.99,1,575
P-249,Bakertown,House,196089,5,1,4550,1953,0,2023-08-07,b96b7e8d,3,95.19,0.59,4,98
P-250,Lewishaven,House,783390,5,2,3569,1944,1,2022-09-26,ef066ede,5,164.66,3.12,5,605
P-251,South Larryview,Apartment,788255,5,2,4203,1900,1,2022-11-19,1c8dd26b,5,412.99,2.72,1,555
P-252,Lake Charles,Apartment,239323,3,2,4525,1953,1,2023-01-26,b26c16a0,5,194.47,1.11,4,178
P-253,East Laurie,Condo,913073,4,3,2127,1986,1,2023-04-17,d8dba5f7,5,476.8,0.12,4,177
P-254,Collinview,House,294193,5,4,2963,1955,0,2022-04-09,42c5be43,3,86.69,3,4,215
P-255,West Jeffrey,Condo,249692,4,3,2325,1986,1,2024-08-11,5936d8d3,1,77.27,3.05,4,471
P-256,Lake Brooke,Condo,328912,2,2,3149,1949,1,2022-06-23,55a423e5,1,216.64,3.73,5,661
P-257,Kiddmouth,House,659635,2,1,2048,1958,1,2023-09-03,120122f0,1,174.37,0.58,5,375
P-258,Princechester,House,397453,3,1,2903,1966,1,2023-02-14,628b018e,5,177.56,2.2,4,442
P-259,Hopkinsside,Condo,105882,4,2,3837,1959,0,2023-05-22,dc2f0b3e,3,471.51,1.94,3,460
P-260,Joelland,Apartment,716437,1,3,1305,1966,1,2024-06-18,29f9db35,0,475.88,2.31,1,511
P-261,Nicholsborough,House,306525,5,4,2819,1918,0,2024-07-19,42bafd48,5,164.95,2.3,3,72
P-262,South Margaret,Condo,690841,1,4,2357,1966,0,2022-01-28,aa33fa8f,3,0.03,1.4,2,135
P-263,New Danielmouth,Condo,363449,3,3,3647,2004,1,2023-07-11,60efa05b,0,114.1,3.83,2,348
P-264,New Richard,House,216458,3,1,2032,1925,0,2023-11-19,c4ed3e9e,5,199.74,4.2,1,150
P-265,Christinamouth,Condo,145254,5,2,3710,1942,0,2024-02-13,4432b37b,3,414.49,4.37,5,141
P-266,East Adamberg,House,428395,2,1,3727,1919,0,2024-09-11,d9f8a51f,2,331.18,1.02,3,712
P-267,Lake Raymond,Apartment,204217,2,2,2394,1977,0,2022-10-06,7babf582,4,499.87,3.53,2,367
P-268,Lake Debbie,House,727477,1,1,1206,1970,0,2022-10-08,9ff9d60b,1,271.01,3.12,2,703
P-269,East Pam,Condo,846042,5,3,3299,1939,1,2022-10-31,40a01e1e,1,67.46,4.63,2,571
P-270,Ricardofort,House,78809,4,4,1829,1946,0,2023-03-28,afd51679,0,94.11,3.29,3,76
P-271,New Christopher,Condo,1008340,4,3,2690,2011,0,2022-06-17,60724aeb,3,143.72,4.26,3,543
P-272,North Scott,Apartment,974028,1,4,1430,2014,0,2022-09-14,8b0b7461,3,482.77,3.63,5,553
P-273,Port Kevinstad,Apartment,677551,4,2,2014,1905,0,2023-03-23,339ebddc,5,280.29,2.77,2,476
P-274,Nicolehaven,House,510363,2,1,3597,1957,1,2022-02-19,a6d26e60,3,266.81,2.3,2,466
P-275,East Thomas,House,899155,2,4,1273,2020,1,2021-12-05,d3f9b533,4,14.3,0.98,1,567
P-276,Jaimetown,House,220534,2,1,1380,2012,0,2023-10-03,2dde9e01,4,367.44,3.37,4,339
P-277,Lake Timothyview,Apartment,256175,5,1,1672,1970,0,2024-08-07,19f5c11d,2,208.9,1.48,5,338
P-278,West Jessicamouth,Condo,569727,2,2,4353,1947,1,2022-05-28,8b5d43db,3,337.66,4.5,4,186
P-279,Kevinside,Condo,209457,2,2,3665,1910,1,2022-03-13,3abac42b,2,164.46,1.15,4,368
P-280,Rodriguezbury,Apartment,333338,2,1,3726,1900,0,2023-12-21,db01b139,0,183.58,2.09,2,78
P-281,Lewisview,House,307149,4,4,2332,1948,0,2024-03-25,0c16a738,0,409.42,1.33,5,118
P-282,Lake Jesseborough,Condo,434278,2,1,842,1996,1,2024-01-11,f7adcc6c,1,86.53,4.34,2,460
P-283,East Jennaburgh,Condo,863031,4,1,4324,1930,1,2023-09-16,4b85176c,3,56.65,1.2,4,508
P-284,Lake Kelly,Apartment,596937,2,1,1817,1941,1,2024-05-14,3c86c122,4,411.87,2.7,3,660
P-285,Julieville,Apartment,996803,5,3,1105,1903,1,2022-12-17,dbf133a5,4,56.9,2.03,5,260
P-286,West Kelsey,House,156118,4,1,1799,1955,1,2023-04-12,0f9eb1ad,3,285.73,1.13,4,607
P-287,Robertberg,Condo,1003905,4,1,3542,1935,0,2023-08-08,b1dfbee5,2,193.7,3.21,4,457
P-288,Courtneyhaven,House,936176,1,4,2380,1947,0,2023-07-18,5c264f97,2,9.21,1.71,5,347
P-289,Rachaelhaven,House,268599,2,4,2044,1927,1,2023-08-23,1591576c,1,54.34,4.9,2,106
P-290,Ballardtown,Condo,633087,1,2,2763,2002,1,2023-06-29,a1ef6613,3,196.04,2.79,2,220
P-291,East Raven,House,978086,4,4,1231,1956,1,2022-09-09,c7f238e7,1,402.28,1.36,2,46
P-292,East Susan,Apartment,562628,2,4,862,1928,1,2022-05-25,4f220c01,0,453.41,4.85,2,628
P-293,East Marybury,Apartment,933431,2,2,4952,1935,0,2024-07-08,f94e4008,3,326.56,4.29,2,1
P-294,Paulaview,Apartment,424518,1,1,1272,1990,1,2022-11-27,7b76504f,2,448.85,1.44,2,703
P-295,North Williamview,House,495578,3,4,1032,1930,0,2022-12-13,f97f28e5,5,159.5,1.73,3,321
P-296,Hernandezburgh,Condo,528511,4,2,1659,1906,1,2022-01-20,e77bb960,5,119.88,2.58,1,508
P-297,New Charles,Apartment,368281,4,2,4098,1924,0,2022-10-18,e3a14e74,0,76.81,0.36,1,634
P-298,Schwartzmouth,Apartment,417336,2,1,3241,1908,0,2023-12-25,e419823c,4,291.94,1.14,2,516
P-299,Lake Austinton,Condo,108854,5,1,3242,1947,1,2024-01-28,fb04b719,4,165.38,2.62,5,207
P-300,North Michael,Condo,986117,2,4,1287,1963,0,2022-07-16,bfe5df47,3,19.73,2.45,3,218
P-301,Lake Brenda,Condo,718771,1,1,2565,2016,1,2023-08-17,47300f83,3,327.08,2.52,5,588
P-302,Randyfort,House,410083,4,3,3775,1939,0,2023-08-19,a36c9d70,0,170.05,4.34,1,241
P-303,Port Christina,Condo,530884,5,3,3863,1940,0,2024-08-16,b756f351,3,375.26,1.23,4,19
P-304,East Kaitlin,Apartment,409962,3,2,3893,1987,1,2022-11-03,b3864c7a,1,147.37,4.45,3,222
P-305,Gomezton,House,368574,5,4,2213,1982,0,2024-09-24,a05d0f3e,3,325.33,4.39,4,585
P-306,Laurenland,House,477943,2,2,2828,2012,1,2024-08-06,f17a60ee,3,31.31,3.3,3,23
P-307,West Jamie,Apartment,364357,1,4,4419,1937,1,2023-10-05,4641317b,5,414.7,0.26,5,2
P-308,Cortezland,House,163572,2,1,2087,1955,1,2024-02-13,37029874,2,196.79,0.75,5,107
P-309,Dyerside,Apartment,332518,2,1,781,2005,0,2022-12-12,a8c86e3c,5,91.43,1.45,2,220
P-310,Jamesport,Condo,215927,5,4,3678,2006,1,2022-04-08,7fe0df5c,0,403.53,0.68,2,372
P-311,North Alex,Apartment,358143,2,1,4754,1955,0,2023-03-13,e355931b,2,290.13,3.55,2,626
P-312,Harperburgh,Condo,917124,3,3,3475,1916,0,2023-01-10,485d892e,3,311.45,4.05,4,84
P-313,North Robert,House,421981,4,1,4639,2009,0,2022-07-20,d37608d7,1,393.89,3.03,1,438
P-314,Cartertown,House,668713,4,1,3831,1963,1,2022-05-05,276a2390,4,281.7,1.23,1,442
P-315,North Nancy,Condo,966690,5,4,1228,1970,1,2023-07-20,baaf8f2e,3,364.26,2.07,2,509
P-316,Nortonchester,House,511153,4,2,971,2016,0,2024-03-22,87b29813,5,344.67,1.8,5,294
P-317,Port Nicholasmouth,Condo,176794,2,4,3897,2002,0,2022-12-16,51e29713,2,253.19,1.32,3,561
P-318,North Matthewhaven,Condo,979138,2,4,4460,1943,1,2021-11-28,2e10304e,3,479.29,5,2,614
P-319,Laurenborough,Apartment,1004305,3,1,3112,1963,1,2024-05-07,8011461b,0,288.73,0.87,2,224
P-320,Ryanhaven,Apartment,402702,2,2,3686,1949,1,2023-12-16,28110b65,2,201.55,3.89,5,34
P-321,Whitneyton,Condo,307919,4,3,3841,1962,0,2024-11-11,f9ae12f0,1,336.11,0.55,3,273
P-322,South Annetown,House,374851,3,1,2477,1960,1,2024-06-17,b2afdd41,1,16.96,0.19,1,270
P-323,Lake Megan,Condo,207016,3,1,987,1986,0,2023-09-01,a71492d4,2,261.65,0.78,4,383
P-324,West Kathleen,House,329995,3,1,3065,1921,1,2024-01-03,33127104,4,378.52,4.51,4,673
P-325,Debbiefurt,Condo,274214,1,1,1581,1912,1,2024-06-16,20d91761,5,251.08,4.29,4,492
P-326,South Aprilberg,Condo,130338,3,2,3454,1978,0,2023-01-09,301a1d43,3,407.79,2.06,2,476
P-327,East Davidburgh,Condo,200659,1,4,3052,1904,0,2023-04-13,728f78b8,5,439.23,2.31,2,649
P-328,East Charleshaven,Apartment,152748,1,1,4100,1924,1,2022-03-23,dc4337be,2,142.79,1.02,3,127
P-329,Isaacfort,House,160642,1,1,4245,1955,1,2023-06-10,234deb58,0,317,1.42,5,273
P-330,Walterside,Condo,441101,4,3,3281,1947,0,2024-08-10,6e759a83,3,356.37,4.36,5,591
P-331,Julieton,House,440300,1,2,1520,2003,0,2022-08-08,2d02e755,4,224.68,0.8,3,107
P-332,Marshallbury,Condo,856864,5,1,2133,2018,0,2023-01-25,61c868ae,2,336.72,4.83,5,646
P-333,West Richardville,House,514440,4,3,4908,1998,1,2024-05-15,864f7cd0,0,458.48,2.53,4,294
P-334,Melendezmouth,Condo,967402,4,4,2879,1960,0,2023-03-25,40d5cee8,5,21.26,1.74,2,169
P-335,New Jenniferview,Condo,234918,2,3,3759,1990,1,2022-12-11,a89bbac4,0,78.01,0.65,5,282
P-336,North Michele,House,229242,3,2,1752,1969,1,2023-07-09,8ccf1260,3,55.42,4.8,2,244
P-337,North Anthonytown,House,313540,5,4,2535,1979,1,2024-06-02,ba0b7683,4,332.88,2.63,2,34
P-338,Andreaview,Condo,294216,3,4,573,1919,1,2024-05-14,d09974eb,0,117.29,4.8,5,718
P-339,West Joyshire,House,178401,4,2,4225,1931,0,2024-05-24,88c7c1be,0,423.48,4.27,2,643
P-340,Lake Nicolehaven,Condo,694599,4,4,4626,1965,0,2022-08-21,c41ba69f,2,298.09,4.37,5,709
P-341,Williamsstad,Apartment,362151,4,3,4033,1981,0,2024-09-05,a0c6a9b9,4,406,4.06,3,89
P-342,Juanport,House,716979,3,1,3439,2019,1,2024-09-12,7c6e465b,0,28.27,2.25,2,521
P-343,South Roystad,House,210652,2,3,4574,1925,1,2022-01-03,ce8480b9,3,232.64,3.12,1,583
P-344,Lake Julian,Condo,521369,4,3,2394,1927,0,2024-06-04,d51ce2e9,5,284.29,2.21,4,167
P-345,Lindaport,House,369989,1,4,1290,1955,1,2022-11-09,2117b4f5,5,450.77,0.81,1,80
P-346,West Christina,Apartment,563110,1,3,4198,1905,0,2024-04-06,e601ed4a,3,126.88,4.98,1,164
P-347,Tammyfort,House,519644,4,4,2535,1984,1,2023-08-09,75a4b8af,3,338.69,1.24,1,127
P-348,Lopezview,Condo,515053,4,4,1876,1923,0,2024-05-17,87249cd4,5,45.85,3.91,4,10
P-349,Port Jenniferbury,Apartment,396761,3,4,4909,1913,1,2023-04-15,2a1ef70e,2,144.01,3.88,2,621
P-350,Nelsonport,House,325723,2,3,3146,1926,0,2023-07-11,aaca9f06,0,203.98,2.7,4,493
P-351,Johnberg,Condo,1007359,2,4,2971,1931,1,2024-11-10,bb8906a1,0,336.18,1.48,1,601
P-352,North Christopher,Condo,163977,4,1,870,1916,1,2023-07-14,60a7d0cc,2,254.2,4.8,4,454
P-353,Sarahton,House,298411,4,2,4712,1916,1,2023-10-27,0187f425,3,242.88,0.89,5,108
P-354,Chavezfurt,House,1016333,4,3,4693,2007,0,2023-08-10,ea6aa033,3,171.29,1.9,2,96
P-355,Vickiefort,Apartment,775003,3,4,1687,1990,1,2024-05-14,a08abf69,0,151.27,0.62,1,518
P-356,Whiteville,Condo,525502,2,2,3979,1940,1,2024-04-18,7.66E+100,2,134.1,2.65,2,53
P-357,South Ashleymouth,Apartment,808338,1,1,1470,2016,1,2024-01-05,fbda0994,0,396.92,3.18,5,158
P-358,Seanchester,House,1004058,5,2,4780,2020,1,2022-06-01,0c5a451c,3,12.94,4.43,3,206
P-359,Port Annette,Condo,921098,2,3,873,1989,0,2024-01-26,14efc9a1,5,110.65,2.15,2,51
P-360,East Rachaelland,Condo,169964,2,3,1722,1905,0,2022-06-14,3ff1177f,1,419.34,2.11,1,62
P-361,Port Ericbury,Apartment,687304,4,1,1514,1919,1,2024-05-05,17d0fae6,2,394.62,0.82,5,669
P-362,West Scott,Apartment,521170,4,1,2993,1971,0,2023-08-04,e4c4236e,2,238.2,2.65,1,522
P-363,Garretttown,Apartment,130825,2,1,1402,1957,1,2022-09-28,a877d40f,0,153.96,0.57,3,443
P-364,Patrickview,House,944318,2,3,1156,1937,1,2022-02-26,9d05ef4d,4,324.96,2.74,2,443
P-365,South Michaelborough,House,867809,3,1,3990,1900,0,2023-12-25,d87f6898,2,220.83,0.62,4,674
P-366,Lake Kathryn,Condo,804772,3,2,2952,2010,0,2024-02-13,c6b31ff0,1,295.56,0.48,2,610
P-367,Littlefurt,Apartment,1011558,2,2,2302,1903,1,2021-12-22,f08ccdc7,1,101.27,1.18,5,69
P-368,Tristanburgh,Condo,600711,1,2,613,1951,1,2023-10-18,c4a0912f,3,182.46,0.19,1,375
P-369,South Cathy,Apartment,1006772,3,3,3492,1971,0,2024-08-19,6112c6ed,2,260.92,3.92,5,277
P-370,West Tracymouth,Apartment,326292,5,4,1881,2006,1,2023-03-19,0771e654,4,242.97,4.82,5,56
P-371,Ianmouth,Apartment,953967,4,1,2659,1969,0,2023-08-02,2.22E+06,4,192.13,3.9,4,207
P-372,Tanyaport,House,912300,2,3,3106,1932,0,2023-01-07,aa12dcce,1,227.64,2.03,3,620
P-373,South Kyletown,House,545987,5,4,1120,1993,0,2023-01-11,bbd17583,2,71.46,1.25,3,679
P-374,Jasmineville,Apartment,976673,1,1,4567,1948,0,2024-04-19,35dd37b7,4,479.22,0.23,3,136
P-375,Cuevaston,Condo,335440,4,1,4612,1955,1,2024-09-11,1aac0b35,2,470.25,2.67,3,264
P-376,West Joshuashire,House,987109,4,2,2355,1980,0,2024-01-23,0f278d1b,4,24.15,1.3,5,553
P-377,Derekland,Apartment,483833,5,2,1330,1987,1,2024-03-16,d0fa1b79,1,100.39,1.16,2,469
P-378,Port Paulton,House,595540,1,3,2778,1992,1,2022-12-07,93d90c17,3,462.68,1.99,3,47
P-379,Lake Stephanieport,Apartment,230787,2,2,2737,1910,1,2022-12-18,a811a27e,2,1.87,3.89,1,285
P-380,Jenniferport,Condo,798139,3,3,759,1938,1,2023-11-17,1fd9c389,5,370.27,0.33,3,519
P-381,Lake Michaelville,Apartment,784426,3,1,1217,1906,0,2024-01-10,87493ffe,2,371.81,3.41,4,446
P-382,North Jasmine,House,983284,3,3,3875,1958,1,2023-10-27,85dc79b8,1,447.25,2.31,3,156
P-383,Lake Brendafurt,Condo,1052351,2,4,548,1938,1,2024-06-11,2fef687e,5,344,3.7,4,396
P-384,Port Yvette,Apartment,467006,4,2,3016,2005,1,2022-06-11,fde7e1a6,3,261.06,3.79,5,285
P-385,Bensonberg,Condo,1005874,5,3,2701,2010,0,2022-05-21,5c78c5a7,3,314.01,4.89,3,405
P-386,Kellyland,House,431408,5,1,4513,1960,1,2023-01-20,932fab31,2,11.38,0.84,1,230
P-387,West Kyle,Condo,834976,2,3,4715,1933,0,2023-05-06,1fac33c2,4,32.72,2.32,4,357
P-388,West Dianafort,House,681952,3,3,1273,1996,1,2024-04-24,555b95f2,5,284.98,2.82,1,721
P-389,East Ashley,Apartment,987011,4,1,1467,2006,1,2022-03-22,805db17b,3,406.31,3.96,4,276
P-390,Ashleyshire,Condo,956316,5,2,2079,1981,1,2024-08-30,a79bfb1f,2,276.01,2.25,3,296
P-391,Port Carrie,Apartment,909917,4,3,786,2013,1,2024-04-14,d6c74ac4,2,256.53,1.32,4,584
P-392,Mitchellton,Condo,233706,1,2,1608,1923,0,2022-11-24,610e829e,5,439.85,3.5,5,665
P-393,West Bobbyview,Apartment,858024,5,3,2524,1943,1,2024-08-13,44103309,2,80.11,3.54,5,13
P-394,Lake Joannehaven,House,913087,3,2,1474,1912,1,2023-11-25,c6cb4935,5,362.84,1.53,4,725
P-395,Nguyenberg,House,312237,5,1,4323,1969,1,2023-05-31,b63fe932,0,45.63,4.97,4,246
P-396,West Megan,Condo,356263,4,4,3936,1955,1,2023-03-26,1d6b90b9,3,34.84,0.7,3,607
P-397,Coxborough,Condo,666671,5,4,3023,1936,1,2022-08-07,cda88d30,4,317.28,2.89,2,111
P-398,Jeremyport,Apartment,144216,1,3,4425,1911,0,2022-02-03,b0ca56d8,2,57.67,3.6,4,80
P-399,Crawfordmouth,House,151836,5,2,2643,2023,1,2023-10-18,b793e409,5,255.36,2.94,4,312
P-400,North Eric,House,224897,2,2,3117,2009,0,2023-11-21,fd597ffb,3,349.67,1.16,2,375
P-401,West Alex,Condo,642175,2,4,1707,1910,1,2022-12-23,a4a108d4,2,255.39,4.07,1,536
P-402,South Annette,House,493774,5,1,2814,1977,0,2022-07-07,75cba99e,3,212.01,4.02,1,558
P-403,Port Robert,House,434817,4,1,3437,2009,1,2022-05-03,c5a75cf9,2,161.83,1.98,5,256
P-404,Williamsview,Condo,391377,2,2,3805,1913,1,2023-06-25,c5e55c64,0,363.84,1.66,5,558
P-405,West Amanda,Apartment,221146,4,2,4109,1998,1,2023-03-16,5b1565a9,4,189.84,4.63,4,592
P-406,Susanburgh,Condo,812681,5,2,4441,1912,0,2023-06-23,b688eb36,1,419.36,3.13,2,596
P-407,North Tylerstad,Apartment,905705,4,3,4748,1917,1,2022-09-11,db854509,4,464.74,2.07,3,372
P-408,East Julie,Condo,247142,1,4,4847,1994,1,2024-10-03,179e6f37,2,413.1,2.54,4,670
P-409,Danielburgh,House,606491,4,2,1408,2016,0,2023-06-10,96a807c8,3,190.46,1.53,3,544
P-410,New Elizabeth,Condo,715913,4,1,4948,1984,1,2024-04-06,647a4305,4,392.03,4.88,5,48
P-411,Lake Ryan,Apartment,140776,4,4,4550,1994,1,2022-10-27,c7d20a46,3,177.3,0.69,5,361
P-412,New Phyllis,House,179498,4,1,953,1907,0,2024-01-30,899e342a,3,223.38,2.72,2,304
P-413,West Karenborough,Condo,776389,5,2,588,1960,1,2023-07-24,9b0dc7f2,4,23.3,3.97,3,400
P-414,West Robertchester,House,449505,2,1,1850,2004,0,2022-09-04,48c8ece4,1,42.96,0.13,1,476
P-415,Lake Jordan,House,629627,3,1,784,2017,1,2023-03-08,d2f00507,5,181.67,0.55,5,1
P-416,Mayside,Apartment,808800,1,3,4315,2005,0,2022-03-03,3faa2709,2,150.87,1.8,5,190
P-417,Beanside,House,313636,1,3,920,1911,1,2024-06-22,b6aef185,4,288.77,4.01,2,336
P-418,West Tammytown,Apartment,884811,4,3,4864,1987,0,2022-05-02,6c9340a1,5,477.63,0.88,3,299
P-419,Kellybury,House,190987,2,4,872,1956,0,2022-06-07,3cc69742,4,65.92,4.56,3,549
P-420,North Mariehaven,Condo,681417,3,4,4360,1940,1,2024-04-14,b524d1d4,3,147.95,4.89,2,438
P-421,West Davidstad,House,597056,3,2,4295,1973,1,2023-09-09,91d050d6,0,402.87,2.58,4,106
P-422,Alexanderfort,Apartment,944404,3,1,2590,1991,1,2022-08-16,c41cce20,3,156.52,2.19,4,237
P-423,Harrismouth,Apartment,254163,2,1,4095,2000,1,2023-06-04,caba69c1,2,200.03,2.15,4,522
P-424,Lake Jennifer,Apartment,389209,2,4,1565,1918,0,2022-02-18,3f3fa3cb,1,231.35,2.24,5,186
P-425,West Richardview,Condo,128049,3,3,4407,2000,1,2023-10-20,fe9fb6d6,1,424.79,4.33,4,635
P-426,Tannerfurt,House,925169,2,4,3871,1981,0,2024-03-20,facf5b57,5,261.45,1.81,4,74
P-427,East Johnview,Apartment,1001138,3,2,1260,1945,0,2023-02-05,6092127a,2,450.39,1.64,3,535
P-428,Port Christophertown,House,354788,5,1,3826,1977,0,2024-09-21,aa76ba9e,1,367.48,0.96,5,141
P-429,Amyside,House,394274,2,3,2156,2001,0,2024-10-23,ab105ed3,0,208.87,1.96,4,623
P-430,Dakotastad,Condo,309034,4,3,3933,1926,1,2023-08-06,c09696c2,5,473.56,3.32,4,230
P-431,Lake Bradley,Condo,258887,1,2,4685,2009,1,2023-03-21,dc86fcd1,2,474.24,0.77,4,597
P-432,South Danielside,House,358374,1,4,2489,1977,1,2023-02-13,c8dc667d,0,350.24,0.82,2,471
P-433,New Kimberly,Apartment,628569,4,1,4389,1984,1,2023-06-07,737d6bdb,4,111.17,0.25,2,377
P-434,Lake Jeffrey,House,79077,2,3,3479,2008,1,2021-12-26,ffe46565,5,132.13,4.04,2,86
P-435,Williambury,House,88764,1,3,2243,1984,1,2022-01-12,e6fbbecf,0,70.04,3.52,4,37
P-436,Lucasfurt,Condo,820718,2,1,3391,1901,1,2023-03-15,1933f6a3,3,462.63,4.32,1,497
P-437,Lewisland,Condo,989461,2,4,2293,1943,0,2024-02-02,5fc2b750,3,440.05,1.27,1,33
P-438,Jasmineland,House,404647,1,2,2285,1932,1,2024-09-05,a9cf6e97,4,460.75,2.98,2,614
P-439,Mikeberg,Apartment,615281,2,4,2851,1954,1,2022-10-08,228d0db7,4,60.63,4.2,2,266
P-440,Armstrongfurt,House,373793,1,3,1068,2000,1,2024-11-05,90866543,2,242.75,3.69,3,239
P-441,Willismouth,Condo,634372,1,1,3592,1958,0,2023-05-21,b0b0ddf7,5,310.91,0.6,5,101
P-442,Jamieside,Condo,441378,5,4,2181,1941,0,2024-10-10,795a142e,1,330.95,1.48,3,639
P-443,Port Crystalhaven,Condo,850013,4,3,2657,2022,0,2021-11-20,cf8fe277,0,412.83,1.16,3,341
P-444,West Christinaborough,Condo,972289,1,3,3417,1992,1,2024-09-18,386c2f54,4,164.31,4.93,2,570
P-445,Lake Cassandra,Apartment,718131,5,1,3898,1983,1,2022-01-11,2d6b43b5,3,354.41,3.52,1,180
P-446,West Thomas,Condo,466793,5,1,812,1993,0,2024-01-13,aba97ec9,1,80.96,2.98,3,84
P-447,East Erika,Apartment,531170,2,4,3145,2014,1,2022-07-06,aaf16954,2,141.35,2.96,3,109
P-448,Yatesfurt,Apartment,232010,4,1,2183,1916,1,2024-01-21,3588d60b,2,311.74,3.21,4,214
P-449,East Sandyville,House,215735,4,1,2283,1950,1,2022-11-10,7b67f091,5,287.42,4.34,1,100
P-450,Campbellborough,Apartment,855465,3,1,3117,1942,1,2024-02-04,89eedee4,2,96.02,4.09,5,549
P-451,Morrisville,House,739314,4,1,4103,1989,1,2024-06-14,8168029f,0,317.29,4.38,4,114
P-452,Sandrashire,Condo,144374,3,1,2576,1924,1,2024-07-09,7c1c1b05,5,368.96,0.28,3,728
P-453,Lake Deborah,House,298523,1,1,2067,1969,0,2022-11-17,fbc5dfc6,0,37.2,4.64,4,569
P-454,East Rebecca,Condo,396084,4,4,1697,1911,0,2023-06-08,601228ec,4,67.08,3.63,5,50
P-455,Morrisonfort,Apartment,719494,1,1,1058,1956,0,2022-01-24,ff062ec8,5,311.34,1.27,3,539
P-456,New Jamie,Condo,136617,5,4,4980,1949,1,2023-05-19,fef313ad,3,228.71,2.93,2,145
P-457,Lake Rubenberg,Apartment,498024,5,3,1301,1975,0,2022-11-25,5f1e4a88,4,4.8,3.21,5,594
P-458,Leeside,House,132789,2,4,4012,1962,1,2023-01-12,23763445,0,128.6,2.76,1,625
P-459,New Zacharyport,Condo,907671,1,2,2843,1950,1,2022-12-09,d185908b,3,160.56,0.18,1,39
P-460,West Keith,House,358193,3,2,1661,1966,0,2024-05-14,37ff5dcd,1,28.4,1.39,2,250
P-461,Wallland,Apartment,111579,3,3,2246,1922,0,2022-07-06,ae7f9f21,4,357.64,1.62,3,134
P-462,South Brandi,Condo,247518,3,2,1080,1983,1,2022-03-28,c7357c29,2,146.61,1.45,3,126
P-463,Byrdbury,Apartment,219785,3,4,2347,1983,1,2023-12-10,7aa378bc,3,256.62,4.08,4,274
P-464,Lake Juliefurt,Apartment,160161,3,3,3759,2013,0,2022-05-16,6a3fc9de,3,85.62,0.97,4,319
P-465,East Megan,Apartment,964677,2,4,1410,1974,1,2022-01-16,b9f9cfe5,3,475.11,3.61,2,364
P-466,Sherrystad,House,186422,4,4,2272,2012,0,2022-09-04,9afc2c70,5,116.6,4.47,4,129
P-467,New Shawnmouth,House,270145,3,2,3657,1963,0,2023-07-16,30e6d7a1,0,346,4.52,1,72
P-468,South Robertview,Apartment,968936,2,1,4587,1981,1,2024-02-05,45739ace,0,472.3,0.62,1,383
P-469,Carrieton,House,263096,4,3,2187,2009,0,2024-09-29,d44daa97,5,438.16,0.9,3,20
P-470,Lake Bryantown,Condo,516312,4,3,4146,1929,0,2023-06-07,ea210464,2,26.59,1.86,4,530
P-471,East Jamesmouth,Condo,387096,3,2,1241,1966,1,2024-03-04,572bde30,5,439.3,3.91,1,175
P-472,East Megan,Condo,173114,3,3,2547,1935,0,2024-03-06,273f929f,1,220.88,2.42,1,21
P-473,Eduardoview,House,501032,1,1,2968,1986,0,2023-10-17,06b09967,4,292.3,1.79,3,1
P-474,Port Sharonfort,Condo,446434,1,3,3469,1943,0,2022-06-03,a581abce,4,215.57,0.62,2,689
P-475,West Bruce,House,510820,1,2,2944,1952,1,2022-08-22,c9af22c3,3,56.37,2.06,3,649
P-476,Melanieside,Apartment,572338,5,4,3563,1987,1,2022-01-20,e1b8408f,2,283.29,4.24,4,28
P-477,Lake Brianbury,Condo,886742,1,3,4282,1902,1,2021-12-08,97490f77,3,450.66,0.57,3,430
P-478,New Peter,House,665093,2,2,2990,2022,0,2022-07-23,09c8b380,3,36.23,3.58,4,325
P-479,Anthonyfort,Apartment,228113,2,2,597,2009,1,2023-09-26,c610a0e5,3,460.37,3.55,4,688
P-480,Johnsonport,Apartment,436696,4,4,3562,1951,1,2022-12-16,c5af97af,1,180.62,2.3,1,641
P-481,Curtischester,Condo,129766,4,2,3843,2004,0,2023-08-19,a769d571,4,48.18,2.83,2,487
P-482,West Susanhaven,Condo,843139,5,1,4099,1990,1,2022-09-07,f1ef09d4,2,390.44,2.21,4,272
P-483,South Renee,House,525126,2,3,1301,2011,1,2022-03-31,94500a44,5,22.83,4.14,4,370
P-484,Juliechester,House,720447,2,4,1522,1963,1,2023-02-12,f62079f2,5,133.83,2.52,1,22
P-485,South Christopherton,Apartment,675862,5,3,1553,1965,0,2023-05-24,0fc24c2c,3,307.2,1.43,5,694
